Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
197,7,0.3184,6.685,58.86,0.08404,0.951651,"O75821 Q9UQ80;Q9UQ80-2 Q15056 Q9GZZ1;Q9GZZ1-2 Q9Y266 P31689;P31689-2 P52434;P52434-4;P52434-3"
198,19,0.3007,51.42,121.4,0.2439,0.558032,"Q6NZI2;Q6NZI2-2 P40261 Q05682-5 Q05682 P0DMN0;P0DMM9;P0DMM9-3 P00533 Q02952;Q02952-3 Q14192 Q9BYN0 Q99584 P60903 Q96AY3 P02753 Q9P0K7;Q9P0K7-3;Q9P0K7-2 P15144 P16144-3 P46937;P46937-9;P46937-6;P46937-7;P46937-2;P46937-8;P46937-5;P46937-3;P46937-4 O14639-6 P23229-3;P23229;P23229-5"
199,11,0.3031,16.67,76.37,0.1449,0.942483,"Q8TDD1-2 Q9Y2P8 Q9BZE4;Q9BZE4-2 Q14137;Q14137-2 Q9BVI4 Q9NVP1 Q99848 Q9GZR7 Q9H0S4;Q9H0S4-2 Q9Y3C1;Q9Y3C1-3;Q9Y3C1-2 Q9BVP2-2;Q9BVP2"
200,6,0.3149,4.724,25.77,0.1112,0.953652,"Q9NW13;Q9NW13-2 Q9NVU7;Q9NVU7-2 Q9NRX1 Q13895 O00541;O00541-2 O15226-2;O15226"
201,5,0.3261,3.261,14.20,0.1188,0.969949,"Q71DI3;Q6NXT2 P84243 Q93077 Q9Y3E1 Q14919;Q14919-2"
202,7,0.3165,6.646,47.23,0.09792,0.997531,"Q9Y6X8 O75362 Q69YL0 Q9BYX4 Q8TBB5;Q8TBB5-3;Q8TBB5-2 Q8NFA0 Q9BRQ8"
203,5,0.3101,3.101,51.25,0.04819,0.996692,"Q8NBK3-5;Q8NBK3;Q8NBK3-3;Q8NBK3-2;Q8NBK3-4 Q9BRR6-2;Q9BRR6 Q14696 Q13445 O43852;O43852-3;O43852-6;O43852-5;O43852-15;O43852-10"
204,4,0.3418,2.051,34.30,0.04624,0.992931,"P55786 O43583 Q9UBV8 Q07812-2;Q07812-8;Q07812;Q07812-5;Q07812-7"
205,10,0.3034,13.65,170.2,0.06698,0.999496,"Q9UIG0;Q9UIG0-2 Q9H9B1;Q9H9B1-3;Q9H9B1-4 Q86XI2;Q86XI2-2 Q03164-2;Q03164;Q03164-3 Q12873;Q12873-3;Q12873-2 Q9Y2K7;Q9Y2K7-3 P08047;P08047-3;P08047-2 O95785-3 Q7Z5J4;Q7Z5J4-2;Q7Z5J4-3 Q9ULI0;Q9ULI0-2"
206,6,0.3431,5.146,68.76,0.05990,0.998474,"P06730;P06730-3;P06730-2 P62877 P68036;P68036-3;P68036-2 P61129 P53041 Q86WR0;Q86WR0-2"
207,8,0.3003,8.409,103.1,0.06596,0.999679,"Q14683 Q9Y6D9 P52298;P52298-3;P52298-2 O14519;O14519-2 Q9NP77;Q9NP77-2 O60231 Q7KZ85 Q92889"
208,5,0.3030,3.030,29.63,0.07103,0.952654,"O43432;O43432-3;O43432-4 O95155-2;O95155;O95155-4;O95155-3 Q15750;Q15750-2 O94915 Q9P2D3;Q9P2D3-3"
209,5,0.3673,3.673,19.61,0.1104,0.148135,"P11940;P11940-2 P67809 P20290 Q13283 P31153;P31153-2"
210,25,0.3012,90.35,475.8,0.1466,0.997549,"P47985 O14949 P14927 P24539 P20674 P13073 P31930 P22695 O75947;O75947-2 Q99623;Q99623-2 P35232 O95139;O95139-2 P15954 P14406 P09669 P00403 O75964 O95168;O95168-2 P10606 O00483 Q9Y6C9 Q9UDW1;Q9UDW1-2 P14854 O14548 Q9BSH5"
211,58,0.3006,496.9,841.1,0.3417,0.00106029,"Q9NRX2 Q9BYD1 P82912-2;P82912;P82912-3 O60783 Q96DV4 Q9HD33-2;Q9HD33 Q9H0U6 Q9BYD3;Q9BYD3-2 Q9H9J2 Q9BYD2 P82930 P82650 Q8N983-4 Q5T653 Q9Y2R9 P51398-2;P51398;P51398-3 Q9Y3D3;Q9Y3D3-2 Q9BYN8 Q14197 Q9NVS2 Q8N5N7 Q9P0M9 Q9Y2R5 P82663;P82663-2 P49406 P82664 Q96A35 P82921 Q9Y3D9 Q9P015 Q9NX20 Q9NYK5;Q9NYK5-2 Q9H2W6 Q96GC5-3;Q96GC5 Q13405 Q9Y399 Q9P032 Q9BYD6 Q7Z7H8;Q7Z7H8-2 Q7Z2W9;Q7Z2W9-2 P82673;P82673-2 Q9NWU5;Q9NWU5-2;Q9NWU5-3 P82675 Q9Y676 P82933 Q6P1L8 Q8TAE8 Q16540 P09001 Q13084 Q96EY7 Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3 Q9BQC6 Q07021 Q9Y2S7 Q92552;Q92552-2 Q9HAV7 O96008;O96008-2"
212,6,0.3049,4.573,49.75,0.06896,0.885117,"Q9H8Y5 P49815-4;P49815;P49815-5;P49815-3;P49815-2;P49815-7;P49815-6 Q03426 Q9H1I8;Q9H1I8-3 Q8NCA5-2;Q8NCA5 O60825;O60825-2"
213,5,0.3072,3.072,41.26,0.05653,0.996692,"Q13404;Q13404-7;Q13404-2;Q13404-6;Q13404-8 Q99497 Q9UBV8 P62937 Q9Y237-2;Q9Y237;Q9Y237-3"
214,17,0.3038,41.32,248.0,0.1278,0.999968,"P06576 P14927 P48047 P24539 P40939 P31930 P22695 Q99623;Q99623-2 P35232 P45880;P45880-2 P21796 Q9Y6C9 P30048-2;P30048 P08574 Q9UJZ1;Q9UJZ1-2 Q00325 P10515"
215,6,0.3471,5.207,34.02,0.1016,0.851023,"Q9UBV2 P57105 P48723 Q15904 O75787-2;O75787 O14656"
216,7,0.3574,7.506,58.97,0.09327,0.994698,"Q9Y5B9 Q08945 Q92925-3;Q92925 Q12824 P51532-3;P51532-4;P51532-5;P51532-2 Q92922 Q969G3-2;Q969G3;Q969G3-6;Q969G3-5;Q969G3-3;Q969G3-4"
217,9,0.3023,10.88,174.7,0.05347,0.997641,"P29373 P09467 Q9Y365 Q8IV36-2;Q8IV36;Q8IV36-3 A0AV96-2;A0AV96 Q14191 Q15911;Q15911-2 Q9H3H1;Q9H3H1-4 Q13395"
218,23,0.3011,76.17,384.4,0.1504,0.994239,"Q15233;Q15233-2 P23246;P23246-2 Q16630-2;Q16630;Q16630-3 Q14498-2;Q14498;Q14498-3 O95232 Q96HJ9-2;Q9Y383-3 Q15637-6;Q15637-2;Q15637-3;Q15637;Q15637-7 Q16576;Q16576-2 Q09028-3;Q09028 Q01130;Q01130-2 Q8IWX8 P62995;P62995-3 Q9BWF3;Q9BWF3-4;Q9BWF3-3;Q9BWF3-2 P35637-2;P35637 Q14839;Q14839-2 Q15424-4;Q15424;Q15424-3;Q15424-2 Q14151 Q13247-3;Q13247 P84101-4;P84101;P84101-3;P84101-2 Q13243;Q13243-3;Q13243-2 Q96QC0 O94776 Q9H0D6;Q9H0D6-2"
219,6,0.3801,5.702,45.14,0.09073,0.993467,"Q8WX92 Q8IXH7-4;Q8IXH7 P61964 Q9UKN8 Q6IN85;Q6IN85-2;Q6IN85-4;Q6IN85-5 Q9Y4A5-2;Q9Y4A5"
220,4,0.3415,2.049,13.77,0.08604,0.943824,"Q8NE86;Q8NE86-3;Q8NE86-2 O15155;O15155-2 Q86UT6;Q86UT6-2 Q99442"
221,4,0.3348,2.009,57.47,0.02977,0.992931,"Q6KC79;Q6KC79-2 Q6ZRS2-2;Q6ZRS2;Q6ZRS2-3 Q9Y6K1;Q9Y6K1-2 Q9H0L4"
222,4,0.3428,2.057,15.03,0.08198,0.969699,"P61009 Q9Y3Q3 Q9H936 Q9H553;Q9H553-2"
223,5,0.3098,3.098,40.07,0.05827,0.996692,"Q8N4V1;Q8N4V1-2 Q5UCC4-2;Q5UCC4 O43402 Q92544 Q9P2X0-2;Q9P2X0"
224,4,0.3383,2.030,14.25,0.08359,0.903035,"Q16181 P35573;P35573-2;P35573-3 O95825;O95825-2 Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2"
225,7,0.3212,6.745,90.00,0.06090,0.999299,"Q9Y530 Q53FT3 O00221 Q9BVM2 Q6PJI9;Q6PJI9-3;Q6PJI9-2 Q8N4P3;Q8N4P3-2 O43598;O43598-2"
226,5,0.3045,3.045,39.65,0.05777,0.996692,"Q99470 Q9UBS4 P26885 O95881 Q13363"
227,11,0.3094,17.02,11.19,0.3389,0.000318273,"P11021 O95399;O95399-2 P14625 P27797 P23284 P07237 P30101 P14314-2;P14314 P13667 Q9Y4L1 P55145"
228,12,0.3081,20.33,87.31,0.1545,0.881708,"Q9UBW5 P08567 Q13094 Q06187;Q06187-2 P04839 P19256-2;P19256-3;P19256 P16150 B0I1T2;B0I1T2-4 P20701;P20701-2 O75558 P32942 P01591"
229,5,0.3107,3.107,64.93,0.03982,0.952654,"Q8IWA4;Q8IWA4-3 Q15120;Q15120-2 Q9UJ83-2;Q9UJ83;Q9UJ83-4;Q9UJ83-3 O95081;O95081-2 Q9Y6B6"
230,4,0.3372,2.023,17.77,0.07279,0.903035,"Q92854 Q6SPF0 O43427-2;O43427 Q96T58"
231,3,0.3302,0.9907,19.81,0.03696,0.985452,"O75884 Q9BU23-2;Q9BU23;Q9BU23-3 Q9H4L5-2;Q9H4L5-4;Q9H4L5-6"
232,5,0.3110,3.110,44.68,0.05382,0.969949,"Q12905 P05455 O60506;O60506-2 P39687 Q92688-2;Q92688"
233,4,0.3417,2.050,19.99,0.06825,0.992931,"O75150;O75150-4;O75150-3 Q9Y4A5-2;Q9Y4A5 Q96L91-5;Q96L91-2;Q96L91;Q96L91-4 O94842-3;O94842-2;O94842"
234,13,0.2740,21.37,68.95,0.1837,0.730989,"Q14181 P09884 Q9Y248 Q14691 O43805 Q9NS87;Q9NS87-2;Q9NS87-4 O75419-2;O75419;O75419-3 P30504 Q8N0T1 Q9NPD8 P04818;P04818-2;P04818-3 P00374;P00374-2 Q15004"
235,5,0.3012,3.012,20.95,0.08868,0.952654,"Q86YP4;Q86YP4-3 O94776 Q9H0D6;Q9H0D6-2 Q9BTE7 Q9NRF9"
236,5,0.3055,3.055,30.15,0.07073,0.928164,"O60841 Q6FI81;Q6FI81-3 P55039 P78344 Q00341;Q00341-2"
237,5,0.3200,3.200,27.66,0.07832,0.996692,"P30876 P24928 P19387 O00267 Q9P258"
238,12,0.3075,20.29,100.0,0.1406,0.996370,"Q8IYT4;Q8IYT4-2 P55072 Q96CW1 O95782-2;O95782 Q96QK1 P63010;P63010-2 Q14203-3;Q14203-4;Q14203-5 Q13561;Q13561-3;Q13561-2 P27348 P61163 Q8WUM4-2 O75351"
239,21,0.3010,63.21,218.8,0.1951,0.948988,"Q9H583 Q9UNX4 Q9NQ55-2;Q9NQ55;Q9NQ55-3 Q9NV31 Q5JTH9;Q5JTH9-3;Q5JTH9-2 P56182 Q9H0A0;Q9H0A0-2 Q8TDD1-2 Q8IY81 Q9Y2P8 Q9BQG0;Q9BQG0-2 Q96GQ7 Q9BZE4;Q9BZE4-2 Q14137;Q14137-2 Q9BVI4 Q14690 Q9NVP1 Q99848 Q9GZR7 Q9Y3C1;Q9Y3C1-3;Q9Y3C1-2 Q9BVP2-2;Q9BVP2"
240,7,0.3497,7.343,69.62,0.08072,0.999299,"Q96MX6;Q96MX6-2 Q16773;Q16773-2 Q9BVM2 Q8TDQ7;Q8TDQ7-2;Q8TDQ7-5;Q8TDQ7-3 Q9H1Z4;Q9H1Z4-2 Q6PCB7 Q96SZ5"
241,6,0.3058,4.586,94.83,0.04116,0.997463,"Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4 Q86U06-2;Q86U06;Q86U06-4;Q86U06-5;Q86U06-3 O00750 Q96EK4 O95613;O95613-2 Q04726-4"
242,13,0.3011,23.48,131.9,0.1294,0.931516,"P25705;P25705-3 P06576 P48047 P55084;P55084-2 P40939 P11177;P11177-2;P11177-3 P08559-4 P53597 P30048-2;P30048 Q02218;Q02218-2 P10515 P36776-2;P36776 O00764;O00764-3;O00764-2"
243,8,0.3122,8.741,55.58,0.1088,0.999320,"Q9H269;Q9H269-2 Q96AX1 Q10567-2;Q10567 Q9P253 Q9H270 P09496-2;P09496-4;P09496-3;P09496;P09496-5 Q13131;Q13131-2 Q96JC1-2;Q96JC1"
244,8,0.3009,8.426,34.40,0.1432,0.936236,"P63104 P06753-2 Q04917 P60953 Q9H0U4 P47755 P15153 Q709C8-3;Q709C8;Q709C8-4;Q709C8-2"
245,4,0.4747,2.848,3.746,0.1952,0.332503,"P68371 P68363;P68363-2 P07437 Q71U36;Q71U36-2"
246,6,0.3102,4.653,60.37,0.06041,0.935897,"Q9BSJ2;Q9BSJ2-4 P43378 Q9UM00;Q9UM00-2 Q9NX40;Q9NX40-4;Q9NX40-3;Q9NX40-2 Q8NBJ7;Q8NBJ7-2;Q8NBJ7-5 P48651;P48651-3"
247,8,0.3099,8.678,148.0,0.05024,0.999679,"Q96S52;Q96S52-2 Q969N2-5;Q969N2;Q969N2-4;Q969N2-2;Q969N2-6 Q92643;Q92643-2 Q8TCC3-2;Q8TCC3;Q8TCC3-3 O43292;O43292-2 Q96CG3 Q96RQ1 Q9H1K1;Q9H1K1-2"
248,13,0.3032,23.65,48.62,0.2407,0.152489,"Q9NTJ3;Q9NTJ3-2 O95347;O95347-2 Q9BPX3 Q15003;Q15003-2 Q15021 P09884 Q9Y248 Q9BVS4;Q9BVS4-2 Q96GA3 Q9NS87;Q9NS87-2;Q9NS87-4 Q8TCG1;Q8TCG1-2 Q2NKX8 Q9ULX3"
249,8,0.3018,8.452,50.41,0.1129,0.994959,"Q15477 Q9HC38-2;Q9HC38;Q9HC38-3 P40925-3;P40925;P40925-2 Q9NQR4 P54819 O95630;O95630-2 Q9NWV4 Q9GZP4;Q9GZP4-2"
250,6,0.3133,4.699,24.92,0.1129,0.953652,"Q14694;Q14694-2 Q14157;Q14157-5;Q14157-3 Q9UN86 Q8IY67-2 Q6Y7W6;Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6-3 Q96ER3"
251,5,0.3128,3.128,18.98,0.09741,0.851865,"Q9UBV2 P48723 Q15904 O75787-2;O75787 P80303-2;P80303"
252,5,0.3095,3.095,44.01,0.05420,0.969949,"Q8IWA4;Q8IWA4-3 Q15120;Q15120-2 Q96GD0 O43708;O43708-3;O43708-2 Q15118;Q15118-2"
253,4,0.3480,2.088,24.06,0.06114,0.992931,"O43290 O43395 O75152 Q15427"
254,28,0.3050,115.3,377.2,0.2102,0.963622,"Q9Y5J1 Q9UNX4 O15213 Q8NEJ9-2;Q8NEJ9 Q9NV31 Q9BXY0 P78316;P78316-2 Q14146 Q9NYH9 Q9Y3B9 Q9NW13;Q9NW13-2 Q9NQZ2 Q5JTH9;Q5JTH9-3;Q5JTH9-2 P56182 Q9H0A0;Q9H0A0-2 Q9H501 Q14978-2;Q14978 Q8IY81 O60287 Q9Y2P8 Q14692 Q5C9Z4 Q14690 Q96G21 Q9Y3A4 Q9H8H2;Q9H8H2-2;Q9H8H2-4 Q9Y2R4 Q13206"
255,4,0.3373,2.024,7.053,0.1185,0.843839,"Q9UNI6 Q6UXN9 Q9NUQ8;Q9NUQ8-2 Q9UHD1;Q9UHD1-2"
256,5,0.3150,3.150,13.40,0.1186,0.735190,"Q9P0P0 Q8WUH1;Q8WUH1-2 Q9BTM9;Q9BTM9-2;Q9BTM9-3 Q9HD15 Q8N8N7"
257,6,0.3116,4.674,49.25,0.07090,0.995880,"Q15006 P61803 Q5JPE7;Q5JPE7-2;P69849;Q5JPE7-3 P54709;P54709-2 Q9Y5M8 Q13724;Q13724-2"
258,7,0.3203,6.726,55.33,0.08844,0.997531,"Q8WX92 Q8IXH7-4;Q8IXH7 Q9UKN8 O14497;O14497-2;O14497-3 Q7KZ85 Q6IN85;Q6IN85-2;Q6IN85-4;Q6IN85-5 Q9Y4A5-2;Q9Y4A5"
259,6,0.3101,4.652,42.39,0.07879,0.953652,"Q13042-3;Q13042-2;Q13042 Q9UJX5;Q9UJX5-3;Q9UJX5-2 Q5JVF3;Q5JVF3-2;Q5JVF3-3 Q99417 Q9H1A4 Q9UGP4"
